127.0.0.1 - - [19/Sep/2021:21:40:47 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:09:25 +0530] "GET /sparx/Customer HTTP/1.1" 200 2249
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:09:29 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:09:32 +0530] "GET /sparx/home.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:09:37 +0530] "GET /sparx/Customer.java HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:10:14 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1135
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:10:16 +0530] "GET /sparx/Customer HTTP/1.1" 200 2249
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:10:22 +0530] "GET /sparx/home.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:10:26 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:10:28 +0530] "GET /sparx/Customer HTTP/1.1" 200 2249
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:10:38 +0530] "GET /sparx/Customer HTTP/1.1" 200 2249
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:11:17 +0530] "GET /sparx/Customer HTTP/1.1" 200 2253
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:11:19 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:13:08 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1210
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:13:26 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1216
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:13:37 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1204
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:14:01 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1210
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:14:19 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1218
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:14:22 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:14:42 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1218
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:14:44 +0530] "GET /sparx/home.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:14:48 +0530] "GET /sparx/Customer HTTP/1.1" 200 2253
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:14:50 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:15:00 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1143
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:17:15 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1176
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:17:17 +0530] "GET /sparx/transfer.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Sep/2021:22:17:34 +0530] "GET /sparx/transfer.html HTTP/1.1" 200 1145
